state_fips,county_fips,date,lf,emp,unemp,ur
1.0,1.0,2019-03-01,"     26,255 ","     25,424 ",      831 ,     3.2
1.0,3.0,2019-03-01,"     97,617 ","     94,468 ","    3,149 ",     3.2
1.0,5.0,2019-03-01,"      8,426 ","      8,069 ",      357 ,     4.2
1.0,7.0,2019-03-01,"      8,694 ","      8,384 ",      310 ,     3.6
1.0,9.0,2019-03-01,"     25,331 ","     24,538 ",      793 ,     3.1
1.0,11.0,2019-03-01,"      4,800 ","      4,628 ",      172 ,     3.6
1.0,13.0,2019-03-01,"      9,190 ","      8,826 ",      364 ,     4.0
1.0,15.0,2019-03-01,"     46,300 ","     44,442 ","    1,858 ",     4.0
1.0,17.0,2019-03-01,"     15,763 ","     15,226 ",      537 ,     3.4
1.0,19.0,2019-03-01,"     11,733 ","     11,345 ",      388 ,     3.3
1.0,21.0,2019-03-01,"     19,813 ","     19,194 ",      619 ,     3.1
1.0,23.0,2019-03-01,"      4,905 ","      4,668 ",      237 ,     4.8
1.0,25.0,2019-03-01,"      7,640 ","      7,183 ",      457 ,     6.0
1.0,27.0,2019-03-01,"      6,112 ","      5,906 ",      206 ,     3.4
1.0,29.0,2019-03-01,"      5,818 ","      5,597 ",      221 ,     3.8
1.0,31.0,2019-03-01,"     21,534 ","     20,804 ",      730 ,     3.4
1.0,33.0,2019-03-01,"     23,709 ","     22,724 ",      985 ,     4.2
1.0,35.0,2019-03-01,"      4,544 ","      4,337 ",      207 ,     4.6
1.0,37.0,2019-03-01,"      4,554 ","      4,396 ",      158 ,     3.5
1.0,39.0,2019-03-01,"     15,731 ","     15,112 ",      619 ,     3.9
1.0,41.0,2019-03-01,"      6,490 ","      6,264 ",      226 ,     3.5
1.0,43.0,2019-03-01,"     38,907 ","     37,714 ","    1,193 ",     3.1
1.0,45.0,2019-03-01,"     20,827 ","     20,064 ",      763 ,     3.7
1.0,47.0,2019-03-01,"     14,893 ","     14,028 ",      865 ,     5.8
1.0,49.0,2019-03-01,"     31,078 ","     30,026 ","    1,052 ",     3.4
1.0,51.0,2019-03-01,"     37,670 ","     36,540 ","    1,130 ",     3.0
1.0,53.0,2019-03-01,"     14,846 ","     14,283 ",      563 ,     3.8
1.0,55.0,2019-03-01,"     43,087 ","     41,434 ","    1,653 ",     3.8
1.0,57.0,2019-03-01,"      6,588 ","      6,356 ",      232 ,     3.5
1.0,59.0,2019-03-01,"     14,646 ","     14,173 ",      473 ,     3.2
1.0,61.0,2019-03-01,"     11,080 ","     10,705 ",      375 ,     3.4
1.0,63.0,2019-03-01,"      2,854 ","      2,699 ",      155 ,     5.4
1.0,65.0,2019-03-01,"      6,091 ","      5,838 ",      253 ,     4.2
1.0,67.0,2019-03-01,"      6,982 ","      6,688 ",      294 ,     4.2
1.0,69.0,2019-03-01,"     46,447 ","     44,834 ","    1,613 ",     3.5
1.0,71.0,2019-03-01,"     23,817 ","     22,892 ",      925 ,     3.9
1.0,73.0,2019-03-01,"    318,826 ","    308,404 ","   10,422 ",     3.3
1.0,75.0,2019-03-01,"      5,827 ","      5,623 ",      204 ,     3.5
1.0,77.0,2019-03-01,"     42,587 ","     41,081 ","    1,506 ",     3.5
1.0,79.0,2019-03-01,"     14,326 ","     13,819 ",      507 ,     3.5
1.0,81.0,2019-03-01,"     76,430 ","     73,908 ","    2,522 ",     3.3
1.0,83.0,2019-03-01,"     43,933 ","     42,577 ","    1,356 ",     3.1
1.0,85.0,2019-03-01,"      3,601 ","      3,379 ",      222 ,     6.2
1.0,87.0,2019-03-01,"      7,814 ","      7,434 ",      380 ,     4.9
1.0,89.0,2019-03-01,"    185,552 ","    180,020 ","    5,532 ",     3.0
1.0,91.0,2019-03-01,"      7,754 ","      7,446 ",      308 ,     4.0
1.0,93.0,2019-03-01,"     12,967 ","     12,459 ",      508 ,     3.9
1.0,95.0,2019-03-01,"     43,974 ","     42,676 ","    1,298 ",     3.0
1.0,97.0,2019-03-01,"    189,946 ","    182,035 ","    7,911 ",     4.2
1.0,99.0,2019-03-01,"      7,286 ","      6,900 ",      386 ,     5.3
1.0,101.0,2019-03-01,"    106,155 ","    102,427 ","    3,728 ",     3.5
1.0,103.0,2019-03-01,"     58,362 ","     56,634 ","    1,728 ",     3.0
1.0,105.0,2019-03-01,"      3,419 ","      3,237 ",      182 ,     5.3
1.0,107.0,2019-03-01,"      7,910 ","      7,598 ",      312 ,     3.9
1.0,109.0,2019-03-01,"     15,401 ","     14,830 ",      571 ,     3.7
1.0,111.0,2019-03-01,"      9,672 ","      9,319 ",      353 ,     3.6
1.0,113.0,2019-03-01,"     24,205 ","     23,395 ",      810 ,     3.3
1.0,115.0,2019-03-01,"     40,538 ","     39,271 ","    1,267 ",     3.1
1.0,117.0,2019-03-01,"    115,923 ","    112,944 ","    2,979 ",     2.6
1.0,119.0,2019-03-01,"      4,822 ","      4,584 ",      238 ,     4.9
1.0,121.0,2019-03-01,"     35,966 ","     34,633 ","    1,333 ",     3.7
1.0,123.0,2019-03-01,"     18,523 ","     17,864 ",      659 ,     3.6
1.0,125.0,2019-03-01,"    104,769 ","    101,520 ","    3,249 ",     3.1
1.0,127.0,2019-03-01,"     25,355 ","     24,404 ",      951 ,     3.8
1.0,129.0,2019-03-01,"      6,881 ","      6,535 ",      346 ,     5.0
1.0,131.0,2019-03-01,"      2,738 ","      2,528 ",      210 ,     7.7
1.0,133.0,2019-03-01,"      9,949 ","      9,573 ",      376 ,     3.8
2.0,13.0,2019-03-01,"      2,841 ","      2,775 ",       66 ,     2.3
2.0,16.0,2019-03-01,"      4,560 ","      4,434 ",      126 ,     2.8
2.0,20.0,2019-03-01,"    146,913 ","    138,995 ","    7,918 ",     5.4
2.0,50.0,2019-03-01,"      6,922 ","      5,999 ",      923 ,    13.3
2.0,60.0,2019-03-01,        243 ,        210 ,       33 ,    13.6
2.0,68.0,2019-03-01,        593 ,        481 ,      112 ,    18.9
2.0,70.0,2019-03-01,"      1,835 ","      1,657 ",      178 ,     9.7
2.0,90.0,2019-03-01,"     44,388 ","     41,714 ","    2,674 ",     6.0
2.0,100.0,2019-03-01,        929 ,        800 ,      129 ,    13.9
2.0,105.0,2019-03-01,"      1,007 ",        822 ,      185 ,    18.4
2.0,110.0,2019-03-01,"     16,519 ","     15,658 ",      861 ,     5.2
2.0,122.0,2019-03-01,"     25,347 ","     23,313 ","    2,034 ",     8.0
2.0,130.0,2019-03-01,"      6,305 ","      5,825 ",      480 ,     7.6
2.0,150.0,2019-03-01,"      6,071 ","      5,757 ",      314 ,     5.2
2.0,158.0,2019-03-01,"      2,754 ","      2,183 ",      571 ,    20.7
2.0,164.0,2019-03-01,        633 ,        548 ,       85 ,    13.4
2.0,170.0,2019-03-01,"     47,202 ","     43,537 ","    3,665 ",     7.8
2.0,180.0,2019-03-01,"      4,056 ","      3,593 ",      463 ,    11.4
2.0,185.0,2019-03-01,"      3,673 ","      3,449 ",      224 ,     6.1
2.0,188.0,2019-03-01,"      2,827 ","      2,440 ",      387 ,    13.7
2.0,195.0,2019-03-01,"      1,326 ","      1,175 ",      151 ,    11.4
2.0,198.0,2019-03-01,"      2,830 ","      2,460 ",      370 ,    13.1
2.0,220.0,2019-03-01,"      4,113 ","      3,925 ",      188 ,     4.6
2.0,230.0,2019-03-01,        596 ,        492 ,      104 ,    17.4
2.0,240.0,2019-03-01,"      2,731 ","      2,442 ",      289 ,    10.6
2.0,261.0,2019-03-01,"      4,208 ","      3,808 ",      400 ,     9.5
2.0,275.0,2019-03-01,        948 ,        861 ,       87 ,     9.2
2.0,282.0,2019-03-01,        214 ,        189 ,       25 ,    11.7
2.0,290.0,2019-03-01,"      2,479 ","      2,064 ",      415 ,    16.7
4.0,1.0,2019-03-01,"     20,724 ","     18,654 ","    2,070 ",    10.0
4.0,3.0,2019-03-01,"     50,888 ","     47,900 ","    2,988 ",     5.9
4.0,5.0,2019-03-01,"     76,714 ","     72,173 ","    4,541 ",     5.9
4.0,7.0,2019-03-01,"     21,680 ","     20,464 ","    1,216 ",     5.6
4.0,9.0,2019-03-01,"     15,563 ","     14,783 ",      780 ,     5.0
4.0,11.0,2019-03-01,"      4,453 ","      4,269 ",      184 ,     4.1
4.0,12.0,2019-03-01,"      9,705 ","      9,109 ",      596 ,     6.1
4.0,13.0,2019-03-01,"  2,283,827 ","  2,188,827 ","   95,000 ",     4.2
4.0,15.0,2019-03-01,"     86,827 ","     81,819 ","    5,008 ",     5.8
4.0,17.0,2019-03-01,"     40,780 ","     37,562 ","    3,218 ",     7.9
4.0,19.0,2019-03-01,"    497,331 ","    475,077 ","   22,254 ",     4.5
4.0,21.0,2019-03-01,"    186,693 ","    177,398 ","    9,295 ",     5.0
4.0,23.0,2019-03-01,"     19,999 ","     18,480 ","    1,519 ",     7.6
4.0,25.0,2019-03-01,"    105,992 ","    101,216 ","    4,776 ",     4.5
4.0,27.0,2019-03-01,"     99,841 ","     87,403 ","   12,438 ",    12.5
5.0,1.0,2019-03-01,"      9,347 ","      9,045 ",      302 ,     3.2
5.0,3.0,2019-03-01,"      7,761 ","      7,321 ",      440 ,     5.7
5.0,5.0,2019-03-01,"     16,288 ","     15,596 ",      692 ,     4.2
5.0,7.0,2019-03-01,"    136,211 ","    132,674 ","    3,537 ",     2.6
5.0,9.0,2019-03-01,"     16,112 ","     15,594 ",      518 ,     3.2
5.0,11.0,2019-03-01,"      4,460 ","      4,260 ",      200 ,     4.5
5.0,13.0,2019-03-01,"      2,434 ","      2,313 ",      121 ,     5.0
5.0,15.0,2019-03-01,"     12,410 ","     11,991 ",      419 ,     3.4
5.0,17.0,2019-03-01,"      3,231 ","      2,989 ",      242 ,     7.5
5.0,19.0,2019-03-01,"      9,701 ","      9,406 ",      295 ,     3.0
5.0,21.0,2019-03-01,"      5,641 ","      5,349 ",      292 ,     5.2
5.0,23.0,2019-03-01,"      9,184 ","      8,759 ",      425 ,     4.6
5.0,25.0,2019-03-01,"      3,200 ","      3,070 ",      130 ,     4.1
5.0,27.0,2019-03-01,"      9,178 ","      8,792 ",      386 ,     4.2
5.0,29.0,2019-03-01,"      8,211 ","      7,879 ",      332 ,     4.0
5.0,31.0,2019-03-01,"     55,107 ","     53,612 ","    1,495 ",     2.7
5.0,33.0,2019-03-01,"     26,789 ","     25,924 ",      865 ,     3.2
5.0,35.0,2019-03-01,"     21,202 ","     20,331 ",      871 ,     4.1
5.0,37.0,2019-03-01,"      7,289 ","      6,975 ",      314 ,     4.3
5.0,39.0,2019-03-01,"      2,841 ","      2,703 ",      138 ,     4.9
5.0,41.0,2019-03-01,"      5,369 ","      5,133 ",      236 ,     4.4
5.0,43.0,2019-03-01,"      7,864 ","      7,425 ",      439 ,     5.6
5.0,45.0,2019-03-01,"     62,445 ","     60,632 ","    1,813 ",     2.9
5.0,47.0,2019-03-01,"      7,408 ","      7,176 ",      232 ,     3.1
5.0,49.0,2019-03-01,"      4,916 ","      4,720 ",      196 ,     4.0
5.0,51.0,2019-03-01,"     41,557 ","     40,059 ","    1,498 ",     3.6
5.0,53.0,2019-03-01,"      8,369 ","      8,117 ",      252 ,     3.0
5.0,55.0,2019-03-01,"     20,059 ","     19,387 ",      672 ,     3.4
5.0,57.0,2019-03-01,"      9,983 ","      9,607 ",      376 ,     3.8
5.0,59.0,2019-03-01,"     13,970 ","     13,465 ",      505 ,     3.6
5.0,61.0,2019-03-01,"      5,708 ","      5,528 ",      180 ,     3.2
5.0,63.0,2019-03-01,"     16,649 ","     16,042 ",      607 ,     3.6
5.0,65.0,2019-03-01,"      4,945 ","      4,695 ",      250 ,     5.1
5.0,67.0,2019-03-01,"      5,795 ","      5,434 ",      361 ,     6.2
5.0,69.0,2019-03-01,"     27,719 ","     26,261 ","    1,458 ",     5.3
5.0,71.0,2019-03-01,"     10,436 ","      9,975 ",      461 ,     4.4
5.0,73.0,2019-03-01,"      2,473 ","      2,362 ",      111 ,     4.5
5.0,75.0,2019-03-01,"      6,817 ","      6,555 ",      262 ,     3.8
5.0,77.0,2019-03-01,"      2,788 ","      2,657 ",      131 ,     4.7
5.0,79.0,2019-03-01,"      3,921 ","      3,743 ",      178 ,     4.5
5.0,81.0,2019-03-01,"      5,483 ","      5,250 ",      233 ,     4.2
5.0,83.0,2019-03-01,"      8,552 ","      8,212 ",      340 ,     4.0
5.0,85.0,2019-03-01,"     34,318 ","     33,288 ","    1,030 ",     3.0
5.0,87.0,2019-03-01,"      7,277 ","      7,103 ",      174 ,     2.4
5.0,89.0,2019-03-01,"      6,636 ","      6,363 ",      273 ,     4.1
5.0,91.0,2019-03-01,"     19,666 ","     18,841 ",      825 ,     4.2
5.0,93.0,2019-03-01,"     17,223 ","     16,411 ",      812 ,     4.7
5.0,95.0,2019-03-01,"      2,748 ","      2,629 ",      119 ,     4.3
5.0,97.0,2019-03-01,"      2,931 ","      2,794 ",      137 ,     4.7
5.0,99.0,2019-03-01,"      3,678 ","      3,548 ",      130 ,     3.5
5.0,101.0,2019-03-01,"      3,334 ","      3,213 ",      121 ,     3.6
5.0,103.0,2019-03-01,"      9,833 ","      9,292 ",      541 ,     5.5
5.0,105.0,2019-03-01,"      4,276 ","      4,090 ",      186 ,     4.3
5.0,107.0,2019-03-01,"      6,453 ","      6,070 ",      383 ,     5.9
5.0,109.0,2019-03-01,"      4,205 ","      4,051 ",      154 ,     3.7
5.0,111.0,2019-03-01,"     10,097 ","      9,766 ",      331 ,     3.3
5.0,113.0,2019-03-01,"      8,012 ","      7,717 ",      295 ,     3.7
5.0,115.0,2019-03-01,"     28,937 ","     27,774 ","    1,163 ",     4.0
5.0,117.0,2019-03-01,"      3,519 ","      3,371 ",      148 ,     4.2
5.0,119.0,2019-03-01,"    190,490 ","    184,185 ","    6,305 ",     3.3
5.0,121.0,2019-03-01,"      7,227 ","      6,946 ",      281 ,     3.9
5.0,123.0,2019-03-01,"      8,142 ","      7,692 ",      450 ,     5.5
5.0,125.0,2019-03-01,"     59,196 ","     57,577 ","    1,619 ",     2.7
5.0,127.0,2019-03-01,"      4,291 ","      4,146 ",      145 ,     3.4
5.0,129.0,2019-03-01,"      2,857 ","      2,719 ",      138 ,     4.8
5.0,131.0,2019-03-01,"     56,510 ","     54,723 ","    1,787 ",     3.2
5.0,133.0,2019-03-01,"      5,403 ","      5,150 ",      253 ,     4.7
5.0,135.0,2019-03-01,"      5,808 ","      5,539 ",      269 ,     4.6
5.0,137.0,2019-03-01,"      4,736 ","      4,497 ",      239 ,     5.0
5.0,139.0,2019-03-01,"     15,915 ","     15,108 ",      807 ,     5.1
5.0,141.0,2019-03-01,"      5,726 ","      5,438 ",      288 ,     5.0
5.0,143.0,2019-03-01,"    124,010 ","    121,081 ","    2,929 ",     2.4
5.0,145.0,2019-03-01,"     34,037 ","     32,430 ","    1,607 ",     4.7
5.0,147.0,2019-03-01,"      2,725 ","      2,578 ",      147 ,     5.4
5.0,149.0,2019-03-01,"      8,386 ","      8,046 ",      340 ,     4.1
6.0,1.0,2019-03-01,"    846,106 ","    819,509 ","   26,597 ",     3.1
6.0,3.0,2019-03-01,        670 ,        640 ,       30 ,     4.5
6.0,5.0,2019-03-01,"     14,742 ","     14,062 ",      680 ,     4.6
6.0,7.0,2019-03-01,"    100,421 ","     94,271 ","    6,150 ",     6.1
6.0,9.0,2019-03-01,"     21,090 ","     20,120 ",      970 ,     4.6
6.0,11.0,2019-03-01,"     11,009 ","      8,801 ","    2,208 ",    20.1
6.0,13.0,2019-03-01,"    563,308 ","    544,394 ","   18,914 ",     3.4
6.0,15.0,2019-03-01,"      9,655 ","      9,056 ",      599 ,     6.2
6.0,17.0,2019-03-01,"     92,355 ","     88,572 ","    3,783 ",     4.1
6.0,19.0,2019-03-01,"    450,465 ","    410,151 ","   40,314 ",     8.9
6.0,21.0,2019-03-01,"     13,048 ","     12,052 ",      996 ,     7.6
6.0,23.0,2019-03-01,"     62,962 ","     60,380 ","    2,582 ",     4.1
6.0,25.0,2019-03-01,"     71,080 ","     59,311 ","   11,769 ",    16.6
6.0,27.0,2019-03-01,"      8,697 ","      8,310 ",      387 ,     4.4
6.0,29.0,2019-03-01,"    383,237 ","    346,556 ","   36,681 ",     9.6
6.0,31.0,2019-03-01,"     58,193 ","     52,463 ","    5,730 ",     9.8
6.0,33.0,2019-03-01,"     29,240 ","     27,506 ","    1,734 ",     5.9
6.0,35.0,2019-03-01,"      9,831 ","      9,231 ",      600 ,     6.1
6.0,37.0,2019-03-01,"  5,116,385 ","  4,886,823 ","  229,562 ",     4.5
6.0,39.0,2019-03-01,"     61,899 ","     56,640 ","    5,259 ",     8.5
6.0,41.0,2019-03-01,"    139,556 ","    136,046 ","    3,510 ",     2.5
6.0,43.0,2019-03-01,"      7,395 ","      6,925 ",      470 ,     6.4
6.0,45.0,2019-03-01,"     39,148 ","     37,212 ","    1,936 ",     4.9
6.0,47.0,2019-03-01,"    117,654 ","    105,568 ","   12,086 ",    10.3
6.0,49.0,2019-03-01,"      3,073 ","      2,754 ",      319 ,    10.4
6.0,51.0,2019-03-01,"      8,927 ","      8,586 ",      341 ,     3.8
6.0,53.0,2019-03-01,"    215,483 ","    194,300 ","   21,183 ",     9.8
6.0,55.0,2019-03-01,"     73,303 ","     70,888 ","    2,415 ",     3.3
6.0,57.0,2019-03-01,"     49,116 ","     47,226 ","    1,890 ",     3.8
6.0,59.0,2019-03-01,"  1,625,454 ","  1,576,388 ","   49,066 ",     3.0
6.0,61.0,2019-03-01,"    188,249 ","    181,655 ","    6,594 ",     3.5
6.0,63.0,2019-03-01,"      7,538 ","      6,617 ",      921 ,    12.2
6.0,65.0,2019-03-01,"  1,105,024 ","  1,056,716 ","   48,308 ",     4.4
6.0,67.0,2019-03-01,"    713,215 ","    684,390 ","   28,825 ",     4.0
6.0,69.0,2019-03-01,"     31,632 ","     29,592 ","    2,040 ",     6.4
6.0,71.0,2019-03-01,"    968,591 ","    929,215 ","   39,376 ",     4.1
6.0,73.0,2019-03-01,"  1,590,122 ","  1,535,235 ","   54,887 ",     3.5
6.0,75.0,2019-03-01,"    580,288 ","    566,190 ","   14,098 ",     2.4
6.0,77.0,2019-03-01,"    327,051 ","    304,728 ","   22,323 ",     6.8
6.0,79.0,2019-03-01,"    141,534 ","    137,104 ","    4,430 ",     3.1
6.0,81.0,2019-03-01,"    457,709 ","    447,409 ","   10,300 ",     2.3
6.0,83.0,2019-03-01,"    216,468 ","    206,375 ","   10,093 ",     4.7
6.0,85.0,2019-03-01,"  1,053,571 ","  1,025,058 ","   28,513 ",     2.7
6.0,87.0,2019-03-01,"    141,236 ","    131,932 ","    9,304 ",     6.6
6.0,89.0,2019-03-01,"     74,448 ","     70,175 ","    4,273 ",     5.7
6.0,91.0,2019-03-01,"      1,285 ","      1,186 ",       99 ,     7.7
6.0,93.0,2019-03-01,"     16,927 ","     15,359 ","    1,568 ",     9.3
6.0,95.0,2019-03-01,"    209,461 ","    200,540 ","    8,921 ",     4.3
6.0,97.0,2019-03-01,"    258,219 ","    250,315 ","    7,904 ",     3.1
6.0,99.0,2019-03-01,"    243,865 ","    226,717 ","   17,148 ",     7.0
6.0,101.0,2019-03-01,"     45,311 ","     40,793 ","    4,518 ",    10.0
6.0,103.0,2019-03-01,"     25,458 ","     23,735 ","    1,723 ",     6.8
6.0,105.0,2019-03-01,"      4,541 ","      4,186 ",      355 ,     7.8
6.0,107.0,2019-03-01,"    202,617 ","    178,824 ","   23,793 ",    11.7
6.0,109.0,2019-03-01,"     21,308 ","     20,119 ","    1,189 ",     5.6
6.0,111.0,2019-03-01,"    425,351 ","    409,123 ","   16,228 ",     3.8
6.0,113.0,2019-03-01,"    108,859 ","    103,405 ","    5,454 ",     5.0
6.0,115.0,2019-03-01,"     29,767 ","     27,571 ","    2,196 ",     7.4
8.0,1.0,2019-03-01,"    271,709 ","    262,346 ","    9,363 ",     3.4
8.0,3.0,2019-03-01,"      8,521 ","      8,150 ",      371 ,     4.4
8.0,5.0,2019-03-01,"    363,763 ","    353,022 ","   10,741 ",     3.0
8.0,7.0,2019-03-01,"      6,686 ","      6,420 ",      266 ,     4.0
8.0,9.0,2019-03-01,"      1,991 ","      1,951 ",       40 ,     2.0
8.0,11.0,2019-03-01,"      1,748 ","      1,686 ",       62 ,     3.5
8.0,13.0,2019-03-01,"    196,468 ","    191,347 ","    5,121 ",     2.6
8.0,14.0,2019-03-01,"     39,933 ","     38,857 ","    1,076 ",     2.7
8.0,15.0,2019-03-01,"      9,610 ","      9,346 ",      264 ,     2.7
8.0,17.0,2019-03-01,"      1,036 ","      1,018 ",       18 ,     1.7
8.0,19.0,2019-03-01,"      6,024 ","      5,863 ",      161 ,     2.7
8.0,21.0,2019-03-01,"      3,983 ","      3,790 ",      193 ,     4.8
8.0,23.0,2019-03-01,"      1,803 ","      1,712 ",       91 ,     5.0
8.0,25.0,2019-03-01,"      1,491 ","      1,420 ",       71 ,     4.8
8.0,27.0,2019-03-01,"      1,994 ","      1,927 ",       67 ,     3.4
8.0,29.0,2019-03-01,"     13,889 ","     13,265 ",      624 ,     4.5
8.0,31.0,2019-03-01,"    416,191 ","    403,527 ","   12,664 ",     3.0
8.0,33.0,2019-03-01,"      1,078 ","      1,031 ",       47 ,     4.4
8.0,35.0,2019-03-01,"    193,570 ","    188,471 ","    5,099 ",     2.6
8.0,37.0,2019-03-01,"     38,788 ","     37,927 ",      861 ,     2.2
8.0,39.0,2019-03-01,"     14,887 ","     14,521 ",      366 ,     2.5
8.0,41.0,2019-03-01,"    339,580 ","    326,972 ","   12,608 ",     3.7
8.0,43.0,2019-03-01,"     15,068 ","     14,266 ",      802 ,     5.3
8.0,45.0,2019-03-01,"     33,872 ","     32,771 ","    1,101 ",     3.3
8.0,47.0,2019-03-01,"      3,777 ","      3,676 ",      101 ,     2.7
8.0,49.0,2019-03-01,"     10,436 ","     10,202 ",      234 ,     2.2
8.0,51.0,2019-03-01,"     11,770 ","     11,493 ",      277 ,     2.4
8.0,53.0,2019-03-01,        388 ,        375 ,       13 ,     3.4
8.0,55.0,2019-03-01,"      2,477 ","      2,287 ",      190 ,     7.7
8.0,57.0,2019-03-01,        880 ,        855 ,       25 ,     2.8
8.0,59.0,2019-03-01,"    334,542 ","    324,972 ","    9,570 ",     2.9
8.0,61.0,2019-03-01,        850 ,        835 ,       15 ,     1.8
8.0,63.0,2019-03-01,"      3,968 ","      3,892 ",       76 ,     1.9
8.0,65.0,2019-03-01,"      5,247 ","      5,124 ",      123 ,     2.3
8.0,67.0,2019-03-01,"     31,851 ","     30,834 ","    1,017 ",     3.2
8.0,69.0,2019-03-01,"    202,331 ","    196,844 ","    5,487 ",     2.7
8.0,71.0,2019-03-01,"      6,580 ","      6,283 ",      297 ,     4.5
8.0,73.0,2019-03-01,"      2,341 ","      2,274 ",       67 ,     2.9
8.0,75.0,2019-03-01,"     10,970 ","     10,679 ",      291 ,     2.7
8.0,77.0,2019-03-01,"     76,563 ","     73,578 ","    2,985 ",     3.9
8.0,79.0,2019-03-01,        579 ,        566 ,       13 ,     2.2
8.0,81.0,2019-03-01,"      7,551 ","      7,205 ",      346 ,     4.6
8.0,83.0,2019-03-01,"     12,683 ","     11,930 ",      753 ,     5.9
8.0,85.0,2019-03-01,"     21,400 ","     20,516 ",      884 ,     4.1
8.0,87.0,2019-03-01,"     15,959 ","     15,465 ",      494 ,     3.1
8.0,89.0,2019-03-01,"      8,209 ","      7,811 ",      398 ,     4.8
8.0,91.0,2019-03-01,"      2,278 ","      2,201 ",       77 ,     3.4
8.0,93.0,2019-03-01,"     11,161 ","     10,833 ",      328 ,     2.9
8.0,95.0,2019-03-01,"      2,305 ","      2,265 ",       40 ,     1.7
8.0,97.0,2019-03-01,"     11,629 ","     11,368 ",      261 ,     2.2
8.0,99.0,2019-03-01,"      6,043 ","      5,867 ",      176 ,     2.9
8.0,101.0,2019-03-01,"     75,855 ","     72,366 ","    3,489 ",     4.6
8.0,103.0,2019-03-01,"      2,941 ","      2,810 ",      131 ,     4.5
8.0,105.0,2019-03-01,"      5,064 ","      4,809 ",      255 ,     5.0
8.0,107.0,2019-03-01,"     17,084 ","     16,699 ",      385 ,     2.3
8.0,109.0,2019-03-01,"      3,296 ","      3,148 ",      148 ,     4.5
8.0,111.0,2019-03-01,        501 ,        479 ,       22 ,     4.4
8.0,113.0,2019-03-01,"      6,314 ","      6,193 ",      121 ,     1.9
8.0,115.0,2019-03-01,"      1,123 ","      1,099 ",       24 ,     2.1
8.0,117.0,2019-03-01,"     25,707 ","     25,302 ",      405 ,     1.6
8.0,119.0,2019-03-01,"     12,769 ","     12,322 ",      447 ,     3.5
8.0,121.0,2019-03-01,"      2,817 ","      2,758 ",       59 ,     2.1
8.0,123.0,2019-03-01,"    166,439 ","    161,629 ","    4,810 ",     2.9
8.0,125.0,2019-03-01,"      5,748 ","      5,645 ",      103 ,     1.8
9.0,1.0,2019-03-01,"    475,119 ","    456,625 ","   18,494 ",     3.9
9.0,3.0,2019-03-01,"    480,963 ","    461,381 ","   19,582 ",     4.1
9.0,5.0,2019-03-01,"    103,785 ","     99,493 ","    4,292 ",     4.1
9.0,7.0,2019-03-01,"     92,970 ","     89,714 ","    3,256 ",     3.5
9.0,9.0,2019-03-01,"    457,133 ","    438,065 ","   19,068 ",     4.2
9.0,11.0,2019-03-01,"    135,577 ","    130,288 ","    5,289 ",     3.9
9.0,13.0,2019-03-01,"     86,782 ","     83,633 ","    3,149 ",     3.6
9.0,15.0,2019-03-01,"     63,797 ","     60,941 ","    2,856 ",     4.5
10.0,1.0,2019-03-01,"     79,490 ","     76,375 ","    3,115 ",     3.9
10.0,3.0,2019-03-01,"    302,554 ","    292,146 ","   10,408 ",     3.4
10.0,5.0,2019-03-01,"    104,065 ","     99,719 ","    4,346 ",     4.2
11.0,1.0,2019-03-01,"    409,447 ","    386,482 ","   22,965 ",     5.6
12.0,1.0,2019-03-01,"    139,002 ","    134,849 ","    4,153 ",     3.0
12.0,3.0,2019-03-01,"     11,656 ","     11,280 ",      376 ,     3.2
12.0,5.0,2019-03-01,"     83,984 ","     80,236 ","    3,748 ",     4.5
12.0,7.0,2019-03-01,"     10,894 ","     10,540 ",      354 ,     3.2
12.0,9.0,2019-03-01,"    279,950 ","    270,699 ","    9,251 ",     3.3
12.0,11.0,2019-03-01,"  1,031,298 ","    999,320 ","   31,978 ",     3.1
12.0,13.0,2019-03-01,"      4,809 ","      4,600 ",      209 ,     4.3
12.0,15.0,2019-03-01,"     72,270 ","     69,570 ","    2,700 ",     3.7
12.0,17.0,2019-03-01,"     47,766 ","     45,427 ","    2,339 ",     4.9
12.0,19.0,2019-03-01,"    105,873 ","    102,574 ","    3,299 ",     3.1
12.0,21.0,2019-03-01,"    184,789 ","    179,381 ","    5,408 ",     2.9
12.0,23.0,2019-03-01,"     29,367 ","     28,397 ",      970 ,     3.3
12.0,27.0,2019-03-01,"     14,381 ","     13,874 ",      507 ,     3.5
12.0,29.0,2019-03-01,"      5,864 ","      5,647 ",      217 ,     3.7
12.0,31.0,2019-03-01,"    483,521 ","    467,421 ","   16,100 ",     3.3
12.0,33.0,2019-03-01,"    144,715 ","    139,985 ","    4,730 ",     3.3
12.0,35.0,2019-03-01,"     46,930 ","     45,107 ","    1,823 ",     3.9
12.0,37.0,2019-03-01,"      4,641 ","      4,452 ",      189 ,     4.1
12.0,39.0,2019-03-01,"     18,736 ","     17,956 ",      780 ,     4.2
12.0,41.0,2019-03-01,"      7,137 ","      6,884 ",      253 ,     3.5
12.0,43.0,2019-03-01,"      5,622 ","      5,418 ",      204 ,     3.6
12.0,45.0,2019-03-01,"      5,762 ","      5,446 ",      316 ,     5.5
12.0,47.0,2019-03-01,"      4,343 ","      4,156 ",      187 ,     4.3
